Geneid	SD1	SD2	SD3	TG1	TG3
ZN651G0746	0	0	1	0	0
ZN651G0747	171	64	102	138	25
ZN651G0748	76	454	198	1250	35
ZN651G0749	21	18	23	68	9
ZN651G0750	12	54	26	20	15
ZN651G0751	0	0	0	0	0
ZN651G0752	0	0	0	0	0
ZN651G0753	1	0	4	2	6
ZN651G0754	15	43	54	4	68
ZN651G0755	0	0	0	0	0
ZN651G0756	147	521	560	51	1040
ZN651G0757	4	22	9	0	54
ZN651G0758	0	0	0	0	2
ZN651G0759	3	12	10	26	0
ZN651G0760	10	80	38	0	23
ZN651G0761	0	0	0	0	0
ZN651G0762	0	3	0	1	0
ZN651G0763	8	27	7	2	10
ZN651G0764	563	1127	772	673	727
ZN651G0765	1290	1978	1353	2595	1938
ZN651G0766	768	876	781	842	522
ZN651G0767	0	0	0	0	0
ZN651G0768	356	309	405	333	424
ZN651G0769	339	474	554	506	314
ZN651G0770	0	0	1	0	1
ZN651G0771	0	0	0	0	0
ZN651G0772	0	0	0	0	0
ZN651G0773	220	434	658	59	401
ZN651G0774	170	60	89	1342	2261
ZN651G0775	0	0	1	3	4
ZN651G0776	0	0	0	1	1
ZN651G0777	0	1	0	0	1
ZN651G0778	2	0	1	0	0
ZN651G0779	911	477	578	1160	270
ZN651G0780	2227	1709	1279	634	1240
ZN651G0781	157	204	155	312	110
ZN651G0782	5	54	43	55	97
ZN651G0783	0	0	0	0	6
ZN651G0784	0	4	0	0	0
ZN651G0785	0	0	0	0	0
ZN651G0786	0	0	0	0	0
ZN651G0787	0	0	0	0	0
ZN651G0788	0	0	0	0	0
ZN651G0789	124	113	125	15	24
ZN651G0790	10	13	19	2	52
ZN651G0791	3	3	3	0	2
ZN651G0792	883	1593	1416	1136	482
ZN651G0793	0	0	1	0	0
ZN651G0794	399	558	618	147	2226
ZN651G0795	3	3	1	0	4
ZN651G0796	7	12	24	0	135
ZN651G0797	0	0	0	0	1
ZN651G0798	0	0	0	0	0
ZN651G0799	0	4	2	0	0
ZN651G0800	0	0	0	0	0
ZN651G0801	1133	582	749	98	3501
ZN651G0802	10	86	48	18	53
ZN651G0803	2	0	1	0	0
ZN651G0804	0	0	1	0	1
ZN651G0805	1929	652	1245	715	1130
ZN651G0806	468	558	459	510	654
ZN651G0807	781	688	715	400	374
ZN651G0808	456	80	225	154	583
ZN651G0809	26	301	495	13	12
ZN651G0810	0	0	1	0	0
ZN651G0811	941	1898	2449	2728	836
ZN651G0812	0	0	0	0	0
ZN651G0813	0	0	0	0	0
ZN651G0814	0	0	0	0	0
ZN651G0815	0	15	19	6	1
ZN651G0816	13	14	12	1	0
ZN651G0817	1	0	0	0	0
ZN651G0818	1	28	118	0	0
ZN651G0819	0	0	0	0	0
ZN651G0820	0	0	0	0	0
ZN651G0821	0	0	0	0	0
ZN651G0822	1	0	0	0	0
ZN651G0823	0	0	0	0	0
ZN651G0824	104	221	255	5	34
ZN651G0825	2	4	8	0	0
ZN651G0826	0	0	0	0	0
ZN651G0827	0	0	0	0	0
ZN651G0828	0	0	0	0	0
ZN651G0829	0	0	0	0	0
ZN651G0830	1	0	0	0	0
ZN651G0831	0	1	0	0	1
ZN651G0832	1	0	0	0	0
ZN651G0833	137	504	610	293	131
ZN651G0834	381	504	503	353	184
ZN651G0835	2132	4175	2767	1968	4460
ZN651G0836	130	109	92	193	138
ZN651G0837	0	0	0	0	0
ZN651G0838	24	29	25	11	26
ZN651G0839	4	1	3	27	23
ZN651G0840	2150	2580	1930	2733	1110
ZN651G0841	245	634	435	375	456
ZN651G0842	10	43	16	49	12
ZN651G0843	97	132	156	69	41
ZN651G0844	16	17	15	15	12
ZN651G0845	36	8	5	2	46
ZN651G0846	24	3	0	2	8
ZN651G0847	0	0	0	0	0
ZN651G0848	0	0	0	0	0
ZN651G0849	0	0	0	0	0
ZN651G0850	0	0	0	0	0
ZN651G0851	118	51	107	116	18
ZN651G0852	2235	1759	1558	3158	456
ZN651G0853	290	170	148	328	220
ZN651G0854	1289	592	888	880	350
ZN651G0855	0	0	0	0	0
ZN651G0856	0	0	0	10	1
ZN651G0857	0	0	0	0	0
ZN651G0858	0	0	0	0	0
ZN651G0859	673	875	494	151	164
ZN651G0860	0	0	0	0	0
ZN651G0861	42	101	91	128	29
ZN651G0862	222	67	90	496	133
ZN651G0863	779	1195	1012	1936	988
ZN651G0864	153	376	538	125	74
ZN651G0865	196	602	241	457	420
ZN651G0866	104	241	292	140	109
ZN651G0867	38	38	73	23	7
ZN651G0868	1	6	3	1	0
ZN651G0869	220	131	112	16	18
ZN651G0870	712	406	321	184	218
ZN651G0871	2	14	3	0	10
ZN651G0872	97	138	181	23	101
ZN651G0873	0	0	0	0	0
ZN651G0874	653	721	1055	659	200
ZN651G0875	883	928	702	844	1827
ZN651G0876	10	15	15	5	18
ZN651G0877	0	1	0	0	0
ZN651G0878	24	73	79	2	57
ZN651G0879	34	36	49	1	31
ZN651G0880	22	28	37	7	162
ZN651G0881	0	6	2	1	8
ZN651G0882	22	40	37	37	52
ZN651G0883	261	229	275	306	284
ZN651G0884	320	370	402	649	447
ZN651G0885	68	82	108	85	92
ZN651G0886	0	0	0	0	0
ZN651G0887	52	19	9	1120	912
ZN651G0888	1391	1809	1649	2945	1648
ZN651G0889	0	1	2	1	2
ZN651G0890	144	255	239	266	123
ZN651G0891	434	509	461	738	384
ZN651G0892	485	386	454	51	34
ZN651G0893	0	0	1	0	0
ZN651G0894	3	13	0	3	1
ZN651G0895	0	0	0	0	0
ZN651G0896	0	15	53	1	2
ZN651G0897	25	64	52	102	141
ZN651G0898	0	5	0	4	13
ZN651G0899	289	332	220	240	173
ZN651G0900	29	3	5	218	10
ZN651G0901	46	137	375	1	39
ZN651G0902	1	0	0	0	0
ZN651G0903	4126	840	2493	3380	3831
ZN651G0904	674	921	1204	1301	772
ZN651G0905	1582	982	802	1810	1975
ZN651G0906	220	265	82	2009	479
ZN651G0907	207	369	162	1540	1235
ZN651G0908	9	4	0	0	0
ZN651G0909	2527	867	578	162	53
ZN651G0910	5	2	2	1	1
ZN651G0911	1	0	2	0	0
ZN651G0912	296	205	214	0	8
ZN651G0913	241	173	229	483	82
ZN651G0914	375	60	84	1032	36
ZN651G0915	48	4	4	2	2
ZN651G0916	1215	800	582	1279	361
ZN651G0917	81	254	213	174	69
ZN651G0918	0	0	2	1	2
ZN651G0919	30	61	51	36	61
ZN651G0920	1037	646	576	387	576
ZN651G0921	2212	1904	1715	1230	3020
ZN651G0922	38	78	35	75	64
ZN651G0923	33	28	36	20	20
ZN651G0924	26	120	123	70	1
ZN651G0925	248	209	252	150	107
ZN651G0926	157	326	212	1200	199
ZN651G0927	48	31	40	19	5
ZN651G0928	0	0	0	0	0
ZN651G0929	34	78	54	35	25
ZN651G0930	52	73	122	51	24
ZN651G0931	50	120	119	208	94
ZN651G0932	0	0	0	0	0
ZN651G0933	0	0	0	0	0
ZN651G0934	1	3	7	1	3
ZN651G0935	937	2588	3394	724	767
ZN651G0936	0	0	0	0	0
ZN651G0937	0	0	0	0	0
ZN651G0938	435	772	452	1036	528
ZN651G0939	48	29	48	39	51
ZN651G0940	623	622	630	946	1419
ZN651G0941	858	1317	1485	1088	587
ZN651G0942	32	118	49	29	35
ZN651G0943	2	15	27	2	11
ZN651G0944	0	0	0	0	0
ZN651G0945	1335	1974	1690	1329	1238
ZN651G0946	1296	1252	1250	963	1588
ZN651G0947	944	794	742	731	625
ZN651G0948	5	1	0	0	8
ZN651G0949	814	963	1070	1095	497
ZN651G0950	2183	1966	2007	977	989
ZN651G0951	5280	5807	7493	3436	2232
ZN651G0952	1	5	5	0	2
ZN651G0953	0	0	0	0	0
ZN651G0954	144	115	159	70	37
ZN651G0955	9	22	4	22	26
ZN651G0956	3	4	10	3	2
ZN651G0957	29	49	82	155	65
ZN651G0958	5	27	11	45	22
ZN651G0959	5	20	17	39	18
ZN651G0960	2	4	0	0	0
ZN651G0961	226	308	354	75	73
ZN651G0962	0	3	3	1	0
ZN651G0963	39	38	48	13	10
ZN651G0964	178	213	291	219	38
ZN651G0965	3	0	1	0	1
ZN651G0966	1987	1169	1568	595	558
ZN651G0967	869	494	523	3197	83
ZN651G0968	114	153	115	268	160
ZN651G0969	254	277	318	254	106
ZN651G0970	9	25	15	260	82
ZN651G0971	261	393	438	304	417
ZN651G0972	0	0	0	0	0
ZN651G0973	0	0	0	2	1
ZN651G0974	1829	2092	2163	1000	1440
ZN651G0975	660	631	419	630	962
ZN651G0976	2060	763	515	5423	52
ZN651G0977	76	33	48	54	38
ZN651G0978	0	0	0	0	0
ZN651G0979	0	0	0	0	0
ZN651G0980	17	99	76	749	126
ZN651G0981	1	6	2	21	6
ZN651G0982	2431	2551	1464	3356	1395
ZN651G0983	654	580	713	1709	290
ZN651G0984	15	36	14	0	0
ZN651G0985	961	2151	1141	1976	920
ZN651G0986	6	48	32	5	1
ZN651G0987	0	0	0	0	0
ZN651G0988	79	118	203	0	4
ZN651G0989	1	1	1	1	0
ZN651G0990	1	2	1	0	0
ZN651G0991	2	2	0	0	0
ZN651G0992	569	374	565	868	364
ZN651G0993	0	1	0	0	1
ZN651G0994	3192	8701	5248	349	2463
ZN651G0995	0	0	0	0	0
ZN651G0996	304	377	514	368	118
ZN651G0997	2	3	2	5	6
ZN651G0998	66	92	131	101	47
ZN651G0999	1553	843	819	692	448
ZN651G1000	3920	2838	1702	6616	3068
ZN651G1001	0	0	0	0	0
ZN651G1002	759	657	477	994	571
ZN651G1003	189	1009	279	648	407
ZN651G1004	6	17	8	11	2
ZN651G1005	1771	2430	2383	1044	679
ZN651G1006	0	0	0	1	2
ZN651G1007	0	0	4	0	4
ZN651G1008	0	0	0	0	0
ZN651G1009	0	0	0	0	1
ZN651G1010	0	0	0	0	0
ZN651G1011	0	0	0	0	0
ZN651G1012	0	0	0	0	0
ZN651G1013	0	0	0	0	0
ZN651G1014	0	0	0	0	0
ZN651G1015	0	0	0	0	0
ZN651G1016	288	87	96	115	818
ZN651G1017	63	131	95	119	105
ZN651G1018	11	12	25	3	71
ZN651G1019	0	0	0	0	0
ZN651G1020	69	119	110	115	141
ZN651G1021	1	1	0	2	0
ZN651G1022	179	199	151	280	146
ZN651G1023	744	1330	856	340	2802
ZN651G1024	287	262	247	280	613
ZN651G1025	133	205	266	108	349
ZN651G1026	0	0	0	0	0
ZN651G1027	50	136	106	111	186
ZN651G1028	991	803	601	716	1007
ZN651G1029	346	384	231	117	175
ZN651G1030	2	0	0	0	2
ZN651G1031	22	43	56	0	11
ZN651G1032	13	9	18	1	1
ZN651G1033	0	0	0	0	0
ZN651G1034	0	1	0	0	0
ZN651G1035	0	0	0	0	1
ZN651G1036	0	0	0	0	0
ZN651G1037	1	0	0	0	2
ZN651G1038	0	0	0	0	0
ZN651G1039	0	0	0	0	0
ZN651G1040	0	0	0	0	0
ZN651G1041	0	0	0	0	0
ZN651G1042	0	0	0	0	0
ZN651G1043	0	0	0	0	0
ZN651G1044	0	0	0	0	0
ZN651G1045	0	0	0	0	0
ZN651G1046	0	0	0	0	0
ZN651G1047	0	1	0	0	0
ZN651G1048	0	0	0	0	0
ZN651G1049	0	0	0	0	0
ZN651G1050	1151	1491	1102	1123	1483
ZN651G1051	0	0	0	0	0
ZN651G1052	0	0	0	0	0
ZN651G1053	255	33	36	7862	965
ZN651G1054	300	141	131	180	214
ZN651G1055	59	17	32	5	38
ZN651G1056	15831	12783	12698	2372	23807
ZN651G1057	0	0	0	0	0
ZN651G1058	0	0	0	0	0
ZN651G1059	0	0	0	0	0
ZN651G1060	0	0	0	0	0
ZN651G1061	94	151	71	309	124
ZN651G1062	2	2	4	0	1
ZN651G1063	1	0	10	1	1
ZN651G1064	0	0	1	0	0
ZN651G1065	22	78	83	0	5
ZN651G1066	0	0	0	0	0
ZN651G1067	772	843	620	567	866
ZN651G1068	302	192	112	53	215
ZN651G1069	730	547	523	481	250
ZN651G1070	120	43	47	3	231
ZN651G1071	2	0	0	0	1
ZN651G1072	0	0	0	0	0
ZN651G1073	0	1	0	1	0
ZN651G1074	22	222	325	4	15
ZN651G1075	1099	1488	1898	2080	1911
ZN651G1076	0	0	0	0	0
ZN651G1077	0	0	0	0	0
ZN651G1078	1	16	8	0	18
ZN651G1079	0	0	1	0	1
ZN651G1080	0	0	0	0	0
ZN651G1081	0	0	0	0	0
ZN651G1082	0	0	0	0	0
ZN651G1083	0	0	0	0	0
ZN651G1084	0	1	0	0	0
ZN651G1085	0	0	0	0	0
ZN651G1086	517	382	346	513	656
ZN651G1087	0	0	0	2	0
ZN651G1088	1348	2173	1911	1436	1587
ZN651G1089	717	603	552	330	165
ZN651G1090	271	282	272	273	505
ZN651G1091	299	357	308	414	253
ZN651G1092	0	0	3	0	0
ZN651G1093	2491	2490	3060	2715	6137
ZN651G1094	133	139	166	177	103
ZN651G1095	199	221	153	596	218
ZN651G1096	32	48	21	0	0
ZN651G1097	0	0	0	0	0
ZN651G1098	260	363	232	177	50
ZN651G1099	4	5	5	1	1
ZN651G1100	4	4	1	3	13
ZN651G1101	760	1024	929	781	828
ZN651G1102	0	0	0	0	0
ZN651G1103	9008	4377	4256	2712	3110
ZN651G1104	0	7	0	3	3
ZN651G1105	18	10	21	1	5
ZN651G1106	276	272	272	403	244
ZN651G1107	17	2	1	1	1
ZN651G1108	6075	2150	1858	444	527
ZN651G1109	2371	1471	2188	2947	2191
ZN651G1110	2642	5103	3691	3424	3775
ZN651G1111	1371	722	848	705	1947
ZN651G1112	0	0	0	0	0
ZN651G1113	2	1	1	0	0
ZN651G1114	0	0	0	0	0
ZN651G1115	0	0	0	0	0
ZN651G1116	121	171	134	159	68
ZN651G1117	6	39	39	15	15
ZN651G1118	2221	1729	2085	1827	4306
ZN651G1119	879	837	555	1862	1333
ZN651G1120	2	1	2	1	17
ZN651G1121	0	0	0	0	0
ZN651G1122	1	3	4	18	0
ZN651G1123	0	0	0	0	0
ZN651G1124	0	0	0	0	0
ZN651G1125	0	0	1	0	1
ZN651G1126	4	3	4	1	8
ZN651G1127	35	16	28	11	19
ZN651G1128	2	3	1	0	0
ZN651G1129	43	30	13	7	45
ZN651G1130	761	404	617	480	930
ZN651G1131	91280	26393	34285	3081	43279
ZN651G1132	0	0	0	0	0
ZN651G1133	496	299	315	252	200
ZN651G1134	29	68	69	39	62
ZN651G1135	334	271	227	416	566
ZN651G1136	1	15	26	11	5
ZN651G1137	0	0	0	0	0
ZN651G1138	116	20	43	0	8
ZN651G1139	472	397	451	102	174
ZN651G1140	0	0	0	0	0
ZN651G1141	0	0	0	0	0
ZN651G1142	0	0	0	0	0
ZN651G1143	0	0	0	0	0
ZN651G1144	16	12	16	17	5
ZN651G1145	0	0	0	0	0
ZN651G1146	0	0	0	0	0
ZN651G1147	0	0	0	0	0
ZN651G1148	11	2	2	0	1
ZN651G1149	115	110	105	67	34
ZN651G1150	988	1015	1162	1081	851
ZN651G1151	818	1069	969	1348	401
ZN651G1152	20	37	34	22	19
ZN651G1153	1986	3379	2781	2392	1747
ZN651G1154	228	497	458	342	145
ZN651G1155	22	32	20	11	37
ZN651G1156	6	18	10	4	4
ZN651G1157	0	0	0	0	0
ZN651G1158	0	1	3	0	1
ZN651G1159	116	383	193	188	143
ZN651G1160	0	0	0	0	0
ZN651G1161	1427	1359	1428	1181	1391
ZN651G1162	147	120	227	135	80
ZN651G1163	8	16	4	8	33
ZN651G1164	1726	1282	1233	1258	1542
ZN651G1165	7569	5667	5672	1346	6781
ZN651G1166	256	372	402	308	132
ZN651G1167	0	0	0	0	0
ZN651G1168	0	0	0	0	0
ZN651G1169	0	0	0	0	0
ZN651G1170	0	2	2	1	2
ZN651G1171	31	84	40	92	31
ZN651G1172	313	288	285	274	125
ZN651G1173	4	79	96	7	24
ZN651G1174	0	0	1	0	0
ZN651G1175	0	0	0	0	0
ZN651G1176	9	42	38	14	34
ZN651G1177	0	0	0	0	0
ZN651G1178	318	268	276	354	271
ZN651G1179	90	244	146	198	92
ZN651G1180	0	1	0	0	0
ZN651G1181	205	46	46	138	29
ZN651G1182	0	4	7	5	0
ZN651G1183	0	1	0	1	0
ZN651G1184	9	4	18	1	0
ZN651G1185	306	101	240	544	468
ZN651G1186	0	0	1	0	0
ZN651G1187	828	1058	1048	996	1217
ZN651G1188	449	348	334	351	414
ZN651G1189	43	26	19	37	20
ZN651G1190	5	25	11	0	20
ZN651G1191	805	1049	1002	598	962
ZN651G1192	18	41	12	35	22
ZN651G1193	249	244	238	324	256
ZN651G1194	1511	1072	818	1525	1986
ZN651G1195	96	118	155	188	124
ZN651G1196	0	0	0	0	0
ZN651G1197	766	1176	1237	292	530
ZN651G1198	59	49	79	3	7
ZN651G1199	0	0	0	0	2
ZN651G1200	75	342	300	378	4686
ZN651G1201	346	471	568	367	502
ZN651G1202	15287	5217	1660	967	101
ZN651G1203	302	205	21	29	2
ZN651G1204	928	1312	850	1044	750
ZN651G1205	1527	1128	1347	1637	2685
ZN651G1206	238	236	218	29	50
ZN651G1207	121	201	219	121	165
ZN651G1208	139	126	151	56	198
ZN651G1209	37	14	33	9	15
ZN651G1210	2391	1079	1430	1688	1708
ZN651G1211	1256	1703	1515	1683	572
ZN651G1212	479	1236	1060	1560	1837
ZN651G1213	1806	1030	1201	64	443
ZN651G1214	0	1	0	0	0
ZN651G1215	1103	819	818	826	1101
ZN651G1216	84	130	120	103	118
ZN651G1217	1697	624	973	527	251
ZN651G1218	256	334	215	240	291
ZN651G1219	0	0	0	9	1
ZN651G1220	0	0	0	0	0
ZN651G1221	0	0	0	0	1
ZN651G1222	0	1	1	0	2
ZN651G1223	227	258	248	319	170
ZN651G1224	4	8	8	10	6
ZN651G1225	1599	1160	1657	1544	1506
ZN651G1226	189	89	112	5	106
ZN651G1227	0	0	0	0	0
ZN651G1228	0	0	0	0	0
ZN651G1229	229	230	261	259	295
ZN651G1230	184	191	162	325	211
ZN651G1231	947	899	945	853	757
ZN651G1232	639	720	689	1050	1096
ZN651G1233	0	0	0	0	0
ZN651G1234	370	340	340	547	494
ZN651G1235	0	0	0	0	0
ZN651G1236	0	0	0	0	0
ZN651G1237	0	0	0	0	0
ZN651G1238	72	80	117	8	41
ZN651G1239	0	0	0	0	0
ZN651G1240	867	1188	807	580	1565
ZN651G1241	0	0	0	0	0
ZN651G1242	444	388	477	678	485
ZN651G1243	0	12	15	0	0
ZN651G1244	3	5	11	6	4
ZN651G1245	1	0	1	0	0
ZN651G1246	418	403	268	626	741
ZN651G1247	567	1097	824	428	309
ZN651G1248	0	0	0	0	0
ZN651G1249	0	0	0	0	0
ZN651G1250	7	45	12	163	13
ZN651G1251	0	0	0	0	0
ZN651G1252	4	1	0	57	2
ZN651G1253	7	1	0	0	0
ZN651G1254	0	0	0	0	1
ZN651G1255	0	0	0	0	0
ZN651G1256	0	0	0	0	0
ZN651G1257	0	1	2	0	19
ZN651G1258	335	347	226	261	470
ZN651G1259	549	1234	779	906	1442
ZN651G1260	341	820	813	1420	259
ZN651G1261	1341	871	1320	1208	1155
ZN651G1262	0	1	1	0	0
ZN651G1263	0	1	0	0	0
ZN651G1264	1336	1209	1610	868	3046
ZN651G1265	94	173	188	188	302
ZN651G1266	2	2	1	0	2
ZN651G1267	740	526	420	171	591
ZN651G1268	241	383	508	198	159
ZN651G1269	117	131	107	38	44
ZN651G1270	367	336	311	119	1655
ZN651G1271	1757	1733	1610	1094	1441
ZN651G1272	160	39	26	238	320
ZN651G1273	2	3	6	2	0
ZN651G1274	86	239	195	30	22
ZN651G1275	664	821	598	566	775
ZN651G1276	626	445	527	311	329
ZN651G1277	0	2	0	1	1
ZN651G1278	94	66	47	67	76
ZN651G1279	670	719	1641	177	392
ZN651G1280	275	482	488	300	179
ZN651G1281	37	50	52	32	34
ZN651G1282	146	178	166	183	280
ZN651G1283	0	0	0	0	0
ZN651G1284	0	0	0	0	0
ZN651G1285	0	0	0	0	0
ZN651G1286	1161	1569	1942	2004	1450
ZN651G1287	29	42	24	35	30
ZN651G1288	1	1	0	23	0
ZN651G1289	8820	9159	4732	28050	1717
ZN651G1290	577	649	818	1152	980
ZN651G1291	2792	2140	2553	1852	2990
ZN651G1292	443	619	351	610	514
ZN651G1293	3270	4465	2430	10483	7149
ZN651G1294	802	685	1019	889	273
ZN651G1295	357	449	572	688	303
ZN651G1296	960	728	935	612	653
ZN651G1297	0	0	0	0	0
ZN651G1298	0	0	0	0	0
ZN651G1299	76	287	258	217	463
ZN651G1300	16	100	26	0	268
ZN651G1301	1341	1951	1255	7671	361
ZN651G1302	325	51	49	651	30
ZN651G1303	1	0	2	3	0
ZN651G1304	0	0	0	0	4
ZN651G1305	2307	1945	1513	1548	5076
ZN651G1306	0	0	1	0	0
ZN651G1307	28	159	250	0	29
ZN651G1308	156	159	117	201	289
ZN651G1309	0	0	0	0	0
ZN651G1310	0	0	0	0	0
ZN651G1311	0	0	0	0	0
ZN651G1312	0	0	1	0	0
ZN651G1313	0	0	0	0	0
ZN651G1314	0	0	0	0	0
ZN651G1315	0	0	0	0	0
ZN651G1316	63	149	174	14	73
ZN651G1317	23	36	17	5	4
ZN651G1318	2061	1078	1328	1276	1151
ZN651G1319	330	276	346	427	2229
ZN651G1320	4	0	1	5	14
ZN651G1321	389	175	194	425	334
ZN651G1322	0	2	1	0	0
ZN651G1323	0	0	0	0	0
ZN651G1324	0	0	1	0	0
ZN651G1325	8	3	5	8	18
ZN651G1326	125	24	9	52	14
ZN651G1327	53	180	151	240	50
ZN651G1328	13	28	13	29	11
ZN651G1329	0	0	0	0	0
ZN651G1330	0	0	0	0	0
ZN651G1331	1	0	0	0	0
ZN651G1332	0	0	0	0	0
ZN651G1333	0	0	0	0	0
ZN651G1334	3	0	4	0	0
ZN651G1335	2	1	1	0	3
ZN651G1336	0	0	0	0	0
ZN651G1337	0	0	0	0	0
ZN651G1338	972	540	413	342	340
ZN651G1339	0	0	0	0	0
ZN651G1340	2	0	0	8	2
ZN651G1341	6047	7698	7629	5707	4405
ZN651G1342	1045	782	880	948	730
ZN651G1343	227	132	223	42	37
ZN651G1344	20	14	17	36	40
ZN651G1345	1029	1355	899	158	1935
ZN651G1346	0	0	0	0	0
ZN651G1347	12	65	131	33	4
ZN651G1348	0	0	0	0	0
ZN651G1349	1180	2892	2940	11127	3265
ZN651G1350	0	0	0	4	3
ZN651G1351	1	0	0	3	0
ZN651G1352	58	78	83	260	2
ZN651G1353	9	26	8	7	29
ZN651G1354	1932	2097	1987	1236	1665
ZN651G1355	1153	746	904	225	524
ZN651G1356	157	197	202	161	86
ZN651G1357	0	0	0	0	1
ZN651G1358	0	0	0	0	0
ZN651G1359	0	0	0	0	0
ZN651G1360	0	0	0	0	0
ZN651G1361	36	721	921	5	177
ZN651G1362	0	0	0	0	0
ZN651G1363	0	0	0	0	0
ZN651G1364	0	0	0	0	0
ZN651G1365	2661	2619	2955	1221	7544
ZN651G1366	215	438	497	565	142
ZN651G1367	58	214	111	167	64
ZN651G1368	28	86	84	14	13
ZN651G1369	4280	2559	2249	1847	1955
ZN651G1370	171	84	82	60	178
ZN651G1371	0	0	0	0	0
ZN651G1372	26	78	87	0	33
ZN651G1373	0	0	0	0	0
ZN651G1374	0	0	0	0	0
ZN651G1375	66	19	17	33	3
ZN651G1376	0	0	0	0	0
ZN651G1377	0	0	0	0	1
ZN651G1378	0	0	0	0	0
ZN651G1379	3	0	4	1	0
ZN651G1380	0	0	0	0	0
ZN651G1381	3	23	7	6	11
ZN651G1382	32	41	42	18	22
ZN651G1383	250	171	192	200	144
ZN651G1384	707	986	1022	1028	388
ZN651G1385	1	0	1	0	3
ZN651G1386	0	0	0	0	0
ZN651G1387	1	0	0	0	2
ZN651G1388	1119	1224	1047	1082	2406
ZN651G1389	0	0	0	0	0
ZN651G1390	886	1049	770	872	1095
ZN651G1391	0	3	6	12	5
ZN651G1392	140	133	149	148	120
ZN651G1393	60	35	29	78	77
ZN651G1394	5	5	5	3	1
ZN651G1395	28	31	20	64	22
ZN651G1396	0	0	0	0	0
ZN651G1397	92	241	210	102	255
ZN651G1398	0	0	0	0	0
ZN651G1399	0	0	0	0	0
ZN651G1400	26050	29558	17324	59814	26649
ZN651G1401	0	1	0	2	0
ZN651G1402	134	397	224	185	360
ZN651G1403	5	7	5	7	18
ZN651G1404	537	345	565	35	116
ZN651G1405	454	380	937	14	87
ZN651G1406	1273	1078	1171	1349	1805
ZN651G1407	0	28	12	0	2
ZN651G1408	194	209	179	82	123
ZN651G1409	57	69	66	61	28
ZN651G1410	4	5	8	3	10
ZN651G1411	0	0	0	0	0
ZN651G1412	1839	2227	3117	972	7586
ZN651G1413	0	0	0	0	0
ZN651G1414	23	103	123	144	1694
ZN651G1415	0	0	0	0	0
ZN651G1416	0	0	0	0	1
ZN651G1417	0	0	0	0	0
ZN651G1418	2	4	2	13	261
ZN651G1419	0	0	0	0	0
ZN651G1420	0	0	0	0	0
ZN651G1421	0	0	0	0	0
ZN651G1422	0	0	0	0	0
ZN651G1423	280	501	269	219	690
ZN651G1424	9	15	10	28	9
ZN651G1425	0	2	1	0	1
ZN651G1426	0	0	0	0	0
ZN651G1427	0	0	0	0	0
ZN651G1428	0	2	2	4	0
ZN651G1429	0	0	0	1	0
ZN651G1430	0	0	0	0	0
ZN651G1431	44	55	37	34	65
ZN651G1432	0	0	0	0	1
ZN651G1433	45	1	4	0	11
ZN651G1434	1053	473	356	294	5211
ZN651G1435	0	0	0	0	0
ZN651G1436	2	0	0	4	1
ZN651G1437	0	0	0	1	3
ZN651G1438	0	0	3	0	2
ZN651G1439	4	10	6	41	20
ZN651G1440	31	45	79	1	26
ZN651G1441	0	0	0	0	0
ZN651G1442	2	4	2	0	0
ZN651G1443	19	8	10	11	4
ZN651G1444	0	0	0	0	0
ZN651G1445	282	666	739	1303	491
ZN651G1446	1199	1233	905	816	959
ZN651G1447	0	3	4	2	2
ZN651G1448	176	411	296	338	166
ZN651G1449	0	0	0	0	0
ZN651G1450	0	0	0	0	0
ZN651G1451	0	0	0	9	0
ZN651G1452	4	9	2	9	9
ZN651G1453	429	651	495	417	358
ZN651G1454	336	540	687	223	13
ZN651G1455	154	51	109	173	45
ZN651G1456	576	270	343	149	140
ZN651G1457	3	4	3	2	0
ZN651G1458	0	0	0	0	0
ZN651G1459	126	3	7	3	85
ZN651G1460	29	104	27	0	16
ZN651G1461	0	0	0	0	0
ZN651G1462	0	0	2	0	0
ZN651G1463	0	0	0	0	0
ZN651G1464	1279	3310	4329	78	3572
ZN651G1465	0	0	0	0	0
ZN651G1466	0	0	0	0	0
ZN651G1467	26	2	7	1	17
ZN651G1468	188	33	77	9	75
ZN651G1469	3630	1005	1532	513	1110
ZN651G1470	66	33	26	23	10
ZN651G1471	642	693	888	954	884
ZN651G1472	0	0	0	0	0
ZN651G1473	0	0	0	0	0
ZN651G1474	0	0	0	0	0
ZN651G1475	215	221	213	345	86
ZN651G1476	19537	5356	7367	4063	35749
ZN651G1477	0	0	0	0	0
ZN651G1478	0	0	0	0	0
ZN651G1479	0	1	2	1	2
ZN651G1480	4212	1979	2601	1339	3864
ZN651G1481	0	0	0	0	0
ZN651G1482	0	0	1	0	0
ZN651G1483	0	0	0	0	0
ZN651G1484	421	334	402	394	450
ZN651G1485	957	584	485	3952	675
ZN651G1486	946	671	654	1346	1444
ZN651G1487	1356	1654	1593	1875	1129
ZN651G1488	94	113	35	325	66
ZN651G1489	0	0	0	0	0
ZN651G1490	250	201	163	395	185
ZN651G1491	0	0	0	0	0
ZN651G1492	214	73	242	0	783
ZN651G1493	102	63	64	298	235
ZN651G1494	0	0	0	0	0
ZN651G1495	29	17	48	0	3
ZN651G1496	0	0	0	0	0
ZN651G1497	0	0	0	0	0
ZN651G1498	0	0	0	0	0
